Cycle State,Cycle Time ms
1,140.5
2,44.4
0,1.5
RW,186.4
1,109.7
2,24.6
0,1.7
RW,136.0
1,87.3
2,24.6
0,1.6
RW,113.5
1,120.3
2,25.6
0,1.8
RW,147.7
1,133.1
2,22.5
0,1.7
RW,157.3
1,144.1
2,24.5
0,1.7
RW,170.3
1,110.3
2,24.9
0,1.6
RW,136.8
1,119.4
2,59.0
0,1.8
RW,180.2
1,104.4
2,23.5
0,1.6
RW,129.5
1,149.9
2,24.5
0,1.7
RW,176.1
1,133.6
2,26.1
0,1.7
RW,161.4
1,125.0
2,24.7
0,1.7
RW,151.4
1,119.4
2,26.0
0,1.8
RW,147.2
1,104.3
2,45.0
0,1.8
RW,151.1
1,119.5
2,24.2
0,1.6
RW,145.3
1,92.2
2,24.5
0,1.7
RW,118.4
1,105.5
2,25.2
0,1.8
RW,132.5
1,119.0
2,30.7
0,1.6
RW,151.3
1,180.6
2,23.4
0,1.6
RW,205.6
1,121.9
2,24.3
0,1.7
RW,147.9
1,151.1
2,29.3
0,1.7
RW,182.1
1,130.5
2,24.5
0,2.2
RW,157.2
1,191.8
2,24.2
0,1.8
RW,217.8
1,153.8
2,24.2
0,1.6
RW,179.6
1,155.1
2,24.5
0,1.7
RW,181.3
1,86.9
2,96.2
0,1.7
RW,184.8
1,194.0
2,25.4
0,2.4
RW,221.8
1,143.0
2,23.9
0,1.6
RW,168.5
1,195.8
2,24.3
0,1.6
RW,221.7
1,177.3
2,23.9
0,1.7
RW,202.9
1,167.1
2,34.5
0,1.7
RW,203.3
1,180.2
2,24.3
0,1.7
RW,206.2
1,261.5
2,25.3
0,1.8
RW,288.6
1,175.9
2,28.2
0,2.2
RW,206.3
1,180.7
2,24.7
0,1.7
RW,207.1
1,175.0
2,43.9
0,1.9
RW,220.8
1,148.6
2,26.0
0,1.8
RW,176.4
1,194.7
2,25.4
0,1.8
RW,221.9
1,179.2
2,24.6
0,1.8
RW,205.6
1,189.0
2,23.6
0,1.6
RW,214.2
1,146.3
2,69.8
0,2.1
RW,218.2
1,125.3
2,24.6
0,1.7
RW,151.6
1,147.6
2,24.2
0,1.7
RW,173.5
1,145.4
2,23.8
0,1.7
RW,170.9
1,143.8
2,24.1
0,1.7
RW,169.6
1,220.6
2,51.1
0,2.1
RW,273.8
1,165.8
2,24.8
0,1.6
RW,192.2
1,172.5
2,28.7
0,1.6
RW,202.8
1,139.1
2,24.5
0,1.8
RW,165.4
1,174.8
2,24.3
0,2.0
RW,201.1
1,119.7
2,33.2
0,1.7
RW,154.6
1,164.6
2,24.6
0,2.4
RW,191.6
1,203.8
2,24.4
0,1.9
RW,230.1
1,189.0
2,23.7
0,1.6
RW,214.3
1,177.9
2,24.5
0,1.7
RW,204.1
1,180.2
2,63.4
0,2.0
RW,245.6
1,179.8
2,24.6
0,2.1
RW,206.5
1,153.8
2,24.6
0,1.9
RW,180.3
1,211.0
2,24.5
0,1.7
RW,237.2
1,149.9
2,24.4
0,1.7
RW,176.0
1,179.2
2,49.5
0,1.8
RW,230.5
1,137.5
2,24.8
0,2.5
RW,164.8
1,131.1
2,30.4
0,1.8
RW,163.3
1,201.5
2,25.3
0,2.0
RW,228.8
1,145.6
2,24.6
0,1.7
RW,171.9
1,165.2
2,48.4
0,1.9
RW,215.5
1,159.0
2,24.6
0,1.8
RW,185.4
1,142.9
2,25.8
0,1.9
RW,170.6
1,117.7
2,25.6
0,1.8
RW,145.1
1,198.2
2,24.5
0,2.0
RW,224.7
1,150.3
2,94.3
0,2.0
RW,246.6
1,122.0
2,24.2
0,1.7
RW,147.9
1,163.6
2,24.8
0,2.0
RW,190.4
1,182.7
2,24.6
0,1.7
RW,209.0
1,176.2
2,24.5
0,1.9
RW,202.6
1,132.9
2,50.4
0,1.9
RW,185.2
1,138.7
2,24.8
0,1.8
RW,165.3
1,175.2
2,24.3
0,1.6
RW,201.1
1,220.8
2,30.0
0,1.8
RW,252.6
1,175.1
2,24.3
0,1.7
RW,201.1
1,182.2
2,28.3
0,2.0
RW,212.5
1,180.0
2,23.8
0,1.7
RW,205.5
1,105.8
2,25.4
0,1.6
RW,132.8
1,155.0
2,24.6
0,1.8
RW,181.4
1,155.9
2,24.0
0,1.7
RW,181.6
1,158.3
2,24.7
0,1.8
RW,184.8
1,195.5
2,84.6
0,1.5
RW,281.6
1,138.1
2,25.1
0,1.5
RW,164.7
1,89.4
2,25.1
0,1.8
RW,116.3
1,186.2
2,24.0
0,1.6
RW,211.8
1,179.8
2,24.8
0,2.3
RW,206.9
1,160.1
2,30.5
0,1.8
RW,192.4
1,137.4
2,24.5
0,1.8
RW,163.7
1,181.7
2,24.7
0,1.9
RW,208.3
1,175.3
2,33.6
0,1.7
RW,210.6
1,149.4
2,24.7
0,1.8
RW,175.9
1,165.4
2,66.0
0,1.7
RW,233.1
1,220.2
2,23.9
0,1.9
RW,246.0
1,120.0
2,25.2
0,1.9
RW,147.1
1,148.0
2,24.1
0,1.9
RW,174.0
1,185.2
2,24.6
0,1.8
RW,211.6
1,156.0
2,57.3
0,1.9
RW,215.2
1,209.4
2,24.4
0,1.6
RW,235.4
1,142.0
2,24.3
0,1.8
RW,168.1
1,212.5
2,24.6
0,1.9
RW,239.0
1,108.8
2,25.2
0,1.8
RW,135.8
1,217.9
2,75.0
0,2.2
RW,295.1
1,166.5
2,24.8
0,1.8
RW,193.1
1,180.7
2,28.9
0,1.8
RW,211.4
1,148.6
2,24.7
0,2.2
RW,175.5
1,202.0
2,24.9
0,1.9
RW,228.8
1,174.7
2,26.1
0,1.8
RW,202.6
1,194.0
2,23.7
0,1.8
RW,219.5
1,177.6
2,24.3
0,1.8
RW,203.7
1,162.0
2,24.8
0,1.9
RW,188.7
1,151.9
2,24.5
0,1.7
RW,178.1
1,133.3
2,98.0
0,1.6
RW,232.9
1,159.3
2,24.3
0,1.6
RW,185.2
1,118.0
2,24.3
0,1.7
RW,144.0
1,112.9
2,24.3
0,1.6
RW,138.8
1,111.9
2,23.6
0,1.6
RW,137.1
1,171.9
2,24.0
0,1.7
RW,197.6
1,141.3
2,31.8
0,2.0
RW,175.1
1,210.3
2,24.5
0,2.2
RW,237.0
1,171.7
2,33.8
0,1.7
RW,207.2
1,119.8
2,24.6
0,1.8
RW,146.2
1,166.4
2,22.9
0,1.6
RW,190.9
1,156.7
2,52.6
0,1.7
RW,211.0
1,147.6
2,23.6
0,1.6
RW,172.8
1,152.3
2,24.1
0,1.6
RW,178.0
1,144.3
2,24.0
0,1.7
RW,170.0
1,173.3
2,24.7
0,1.7
RW,199.7
1,216.8
2,103.4
0,2.0
RW,322.2
1,186.7
2,23.9
0,1.7
RW,212.3
1,173.7
2,24.3
0,2.0
RW,200.0
1,239.9
2,24.7
0,1.5
RW,266.1
1,165.3
2,47.5
0,2.0
RW,214.8
1,266.7
2,24.4
0,1.6
RW,292.7
1,156.9
2,29.1
0,1.8
RW,187.8
1,171.6
2,24.6
0,1.7
RW,197.9
1,153.3
2,23.4
0,1.6
RW,178.3
1,157.4
2,26.9
0,1.7
RW,186.0
1,215.4
2,23.7
0,1.7
RW,240.8
1,184.1
2,24.5
0,1.7
RW,210.3
1,161.6
2,24.2
0,1.6
RW,187.4
1,180.7
2,24.1
0,1.6
RW,206.4
1,148.1
2,59.4
0,1.7
RW,209.2
1,189.3
2,24.8
0,1.7
RW,215.8
1,163.4
2,23.6
0,1.6
RW,188.6
1,225.7
2,24.2
0,1.9
RW,251.8
1,166.6
2,28.5
0,1.7
RW,196.8
1,172.5
2,24.2
0,1.6
RW,198.3
1,171.5
2,25.0
0,1.8
RW,198.3
1,214.2
2,40.0
0,1.7
RW,255.9
1,155.3
2,24.4
0,1.7
RW,181.4
1,134.1
2,48.6
0,1.5
RW,184.2
1,122.2
2,25.0
0,1.7
RW,148.9
1,70.7
2,23.4
0,1.7
RW,95.8
1,63.1
2,25.6
0,1.6
RW,90.3
1,81.2
2,24.1
0,1.9
RW,107.2
1,98.4
2,24.6
0,1.5
RW,124.5
1,112.3
2,24.4
0,1.6
RW,138.3
1,98.3
2,23.6
0,1.6
RW,123.5
1,99.9
2,52.3
0,1.7
RW,153.9
1,128.6
2,23.9
0,1.7
RW,154.2
1,138.2
2,23.9
0,1.9
RW,164.0
1,173.5
2,24.0
0,1.9
RW,199.4
1,144.7
2,24.3
0,1.8
RW,170.8
1,132.3
2,23.7
0,1.8
RW,157.8
1,174.2
2,64.4
0,1.8
RW,240.4
1,189.6
2,24.1
0,1.7
RW,215.4
1,109.1
2,31.8
0,1.7
RW,142.6
1,85.0
2,27.2
0,1.5
RW,113.7
1,103.6
2,24.7
0,1.6
RW,129.9
1,112.3
2,23.5
0,1.8
RW,137.6
1,122.1
2,29.3
0,1.8
RW,153.2
1,85.7
2,23.9
0,1.7
RW,111.3
1,119.6
2,25.3
0,1.8
RW,146.7
1,118.6
2,23.8
0,1.7
RW,144.1
1,92.8
2,24.6
0,1.7
RW,119.1
1,98.5
2,24.3
0,1.6
RW,124.4
1,85.4
2,24.1
0,1.6
RW,111.1
1,120.1
2,24.1
0,1.6
RW,145.8
1,124.5
2,76.9
0,1.5
RW,202.9
1,103.9
2,24.1
0,1.6
RW,129.6
1,135.3
2,23.6
0,1.7
RW,160.6
1,139.3
2,24.2
0,1.6
RW,165.1
1,86.6
2,22.8
0,1.6
RW,111.0
1,107.3
2,23.6
0,1.9
RW,132.8
1,85.9
2,31.4
0,1.7
RW,119.0
1,105.6
2,24.4
0,1.7
RW,131.7
1,92.3
2,23.7
0,1.6
RW,117.6
1,125.4
2,24.1
0,1.7
RW,151.2
1,114.9
2,31.5
0,1.6
RW,148.0
1,154.6
2,23.9
0,1.6
RW,180.1
1,102.6
2,24.3
0,1.7
RW,128.6
1,169.6
2,54.8
0,1.8
RW,226.2
1,140.2
2,23.9
0,1.8
RW,165.9
1,184.8
2,24.4
0,1.7
RW,210.9
1,178.0
2,24.3
0,1.7
RW,204.0
1,170.6
2,23.7
0,1.6
RW,195.9
1,113.7
2,51.2
0,1.6
RW,166.5
1,120.7
2,24.0
0,1.7
RW,146.4
1,92.3
2,23.9
0,1.8
RW,118.0
1,92.7
2,23.4
0,1.7
RW,117.8
1,106.7
2,23.7
0,1.7
RW,132.1
1,132.9
2,24.2
0,2.0
RW,159.1
1,113.7
2,24.6
0,1.3
RW,139.6
1,159.9
2,28.7
0,1.6
RW,190.2
1,170.6
2,62.2
0,1.9
RW,234.7
1,119.0
2,23.9
0,1.6
RW,144.5
1,141.4
2,32.0
0,1.7
RW,175.1
1,155.0
2,24.8
0,1.8
RW,181.6
1,152.6
2,30.3
0,1.6
RW,184.5
1,131.5
2,43.9
0,1.6
RW,177.0
1,139.2
2,29.7
0,1.6
RW,170.5
1,129.8
2,24.6
0,1.6
RW,156.0
1,131.4
2,23.8
0,1.7
RW,156.9
1,113.5
2,25.5
0,1.8
RW,140.8
1,174.6
2,26.2
0,1.9
RW,202.7
1,132.3
2,55.6
0,1.6
RW,189.5
1,121.4
2,25.4
0,1.7
RW,148.5
1,127.6
2,28.1
0,1.8
RW,157.5
1,108.3
2,25.0
0,1.6
RW,134.9
1,118.5
2,23.8
0,1.7
RW,144.0
1,126.7
2,24.4
0,1.7
RW,152.8
1,94.1
2,36.4
0,1.6
RW,132.1
1,111.5
2,24.0
0,1.8
RW,137.3
1,121.5
2,27.6
0,2.1
RW,151.2
1,107.0
2,26.1
0,1.6
RW,134.7
1,154.0
2,47.0
0,1.6
RW,202.6
1,142.0
2,28.0
0,1.6
RW,171.6
1,114.0
2,25.2
0,1.3
RW,140.5
1,160.9
2,52.2
0,1.7
RW,214.8
1,149.5
2,25.1
0,1.6
RW,176.2
1,187.6
2,24.4
0,1.6
RW,213.6
1,125.6
2,24.0
0,1.6
RW,151.2
1,99.6
2,25.1
0,1.7
RW,126.4
1,175.3
2,24.9
0,1.8
RW,202.0
1,108.7
2,71.2
0,1.8
RW,181.7
1,117.6
2,26.4
0,1.7
RW,145.7
1,142.2
2,24.8
0,1.8
RW,168.8
1,102.2
2,27.8
0,1.5
RW,131.5
1,152.4
2,25.2
0,1.6
RW,179.2
1,123.5
2,31.1
0,1.6
RW,156.2
1,158.5
2,67.1
0,1.7
RW,227.3
1,142.9
2,28.4
0,1.7
RW,173.0
1,120.7
2,33.5
0,1.7
RW,155.9
1,104.3
2,26.4
0,1.9
RW,132.6
1,154.0
2,29.6
0,2.1
RW,185.7
1,134.3
2,41.0
0,1.6
RW,176.9
1,124.4
2,25.0
0,1.8
RW,151.2
1,98.5
2,26.9
0,1.9
RW,127.3
1,132.9
2,38.1
0,1.7
RW,172.7
1,179.1
2,27.2
0,2.0
RW,208.3
1,186.5
2,24.3
0,1.8
RW,212.6
1,127.7
2,79.3
0,1.7
RW,208.7
1,144.3
2,27.8
0,1.6
RW,173.7
1,138.3
2,24.6
0,1.7
RW,164.6
1,108.6
2,26.8
0,2.1
RW,137.5
1,145.8
2,28.0
0,1.7
RW,175.5
1,162.8
2,24.2
0,1.9
RW,188.9
1,121.4
2,32.7
0,1.6
RW,155.7
1,131.2
2,25.2
0,1.8
RW,158.2
1,153.2
2,24.1
0,1.8
RW,179.1
1,99.8
2,37.7
0,1.7
RW,139.2
1,144.5
2,25.4
0,2.0
RW,171.9
1,158.6
2,33.6
0,1.7
RW,193.9
1,149.1
2,85.7
0,1.9
RW,236.7
1,144.2
2,30.1
0,1.9
RW,176.2
1,135.8
2,25.8
0,1.9
RW,163.5
1,148.8
2,24.9
0,1.7
RW,175.4
1,127.0
2,24.6
0,1.7
RW,153.3
1,120.9
2,50.9
0,1.7
RW,173.5
1,156.5
2,25.5
0,1.6
RW,183.6
1,122.2
2,24.7
0,1.7
RW,148.6
1,136.6
2,24.7
0,1.7
RW,163.0
1,160.6
2,27.9
0,1.6
RW,190.1
1,149.7
2,27.1
0,1.7
RW,178.5
1,186.4
2,60.8
0,1.4
RW,248.6
1,176.9
2,27.7
0,1.9
RW,206.5
1,133.6
2,31.4
0,1.8
RW,166.8
1,78.3
2,24.7
0,1.9
RW,104.9
1,93.7
2,25.4
0,1.7
RW,120.8
1,163.7
2,24.0
0,1.7
RW,189.4
1,179.7
2,43.8
0,2.2
RW,225.7
1,185.7
2,28.5
0,2.0
RW,216.2
1,184.3
2,24.8
0,1.8
RW,210.9
1,203.2
2,26.5
0,1.8
RW,231.5
1,142.3
2,24.3
0,1.7
RW,168.3
1,210.7
2,119.8
0,2.0
RW,332.5
1,150.5
2,28.4
0,1.9
RW,180.8
1,160.9
2,26.8
0,2.2
RW,189.9
1,165.6
2,26.5
0,2.0
RW,194.1
1,152.0
2,27.5
0,1.8
RW,181.3
1,101.1
2,25.3
0,1.8
RW,128.2
1,119.0
2,24.7
0,1.7
RW,145.4
1,195.6
2,32.2
0,1.8
RW,229.6
1,97.9
2,24.0
0,1.8
RW,123.7
1,158.2
2,25.6
0,2.0
RW,185.8
1,136.0
2,39.0
0,1.8
RW,176.8
1,97.4
2,25.5
0,1.7
RW,124.6
1,91.7
2,26.7
0,1.6
RW,120.0
1,89.5
2,26.5
0,2.0
RW,118.0
1,103.4
2,25.9
0,2.1
RW,131.4
1,111.0
2,25.5
0,1.7
RW,138.2
1,111.4
2,25.7
0,1.9
RW,139.0
1,107.2
2,26.9
0,2.0
RW,136.1
1,147.7
2,63.3
0,2.1
RW,213.1
1,156.0
2,25.0
0,1.9
RW,182.9
1,156.2
2,27.0
0,1.6
RW,184.8
1,156.9
2,24.0
0,1.7
RW,182.6
1,126.8
2,24.4
0,1.5
RW,152.7
1,153.4
2,48.4
0,1.7
RW,203.5
1,170.9
2,25.7
0,1.3
RW,197.9
1,164.7
2,25.4
0,1.9
RW,192.0
1,167.4
2,25.4
0,1.6
RW,194.4
1,127.2
2,24.1
0,1.6
RW,152.9
1,121.2
2,25.0
0,1.8
RW,148.0
1,173.0
2,39.5
0,1.7
RW,214.2
1,131.9
2,24.5
0,1.6
RW,158.0
1,134.3
2,29.7
0,1.8
RW,165.8
1,86.6
2,25.7
0,1.7
RW,114.0
1,103.0
2,25.3
0,2.0
RW,130.3
1,88.8
2,24.4
0,1.7
RW,114.9
1,130.4
2,92.1
0,1.5
RW,224.0
1,130.1
2,27.1
0,1.7
RW,158.9
1,165.9
2,24.1
0,1.6
RW,191.6
1,156.1
2,25.5
0,1.6
RW,183.2
1,156.9
2,24.9
0,1.6
RW,183.4
1,141.7
2,24.7
0,1.8
RW,168.2
1,104.0
2,30.6
0,1.9
RW,136.5
1,180.9
2,24.7
0,1.6
RW,207.2
1,116.0
2,24.2
0,1.9
RW,142.1
1,200.8
2,30.5
0,1.5
RW,232.8
1,217.9
2,24.6
0,1.7
RW,244.2
1,156.6
2,48.5
0,1.7
RW,206.8
1,230.9
2,30.2
0,1.6
RW,262.7
1,181.9
2,31.0
0,2.2
RW,215.1
1,158.9
2,25.2
0,1.9
RW,186.0
1,178.5
2,26.6
0,1.6
RW,206.7
1,186.6
2,73.1
0,1.6
RW,261.3
1,172.3
2,27.8
0,1.8
RW,201.9
1,154.5
2,27.3
0,1.6
RW,183.4
1,140.7
2,27.1
0,1.9
RW,169.7
1,148.3
2,28.7
0,1.7
RW,178.7
1,122.7
2,38.0
0,1.6
RW,162.3
1,181.1
2,35.1
0,1.7
RW,217.9
1,145.1
2,28.8
0,1.7
RW,175.6
1,136.4
2,27.7
0,1.6
RW,165.7
1,68.3
2,39.3
0,1.9
RW,109.5
1,103.8
2,25.2
0,1.5
RW,130.5
1,112.7
2,30.7
0,1.6
RW,145.0
1,92.8
2,25.9
0,2.1
RW,120.8
1,119.4
2,25.2
0,2.2
RW,146.8
1,202.2
2,24.4
0,1.7
RW,228.3
1,223.5
2,24.6
0,1.5
RW,249.6
1,129.6
2,91.2
0,1.9
RW,222.7
1,105.9
2,30.8
0,1.6
RW,138.3
1,168.7
2,25.3
0,1.9
RW,195.9
1,162.0
2,25.3
0,2.0
RW,189.3
1,163.6
2,25.2
0,2.2
RW,191.0
1,117.7
2,26.8
0,2.0
RW,146.5
1,173.2
2,58.9
0,1.9
RW,234.0
1,181.9
2,24.1
0,2.0
RW,208.0
1,154.2
2,24.5
0,1.7
RW,180.4
1,126.8
2,25.1
0,1.7
RW,153.6
1,179.8
2,24.6
0,1.9
RW,206.3
1,156.0
2,38.1
0,1.7
RW,195.8
1,199.1
2,25.0
0,2.3
RW,226.4
1,159.9
2,24.6
0,1.9
RW,186.4
1,206.7
2,24.1
0,1.9
RW,232.7
1,203.6
2,24.0
0,1.7
RW,229.3
1,205.5
2,70.9
0,1.7
RW,278.1
1,119.5
2,24.7
0,1.6
RW,145.8
1,119.7
2,27.0
0,1.7
RW,148.4
1,117.0
2,25.1
0,1.9
RW,144.0
1,125.6
2,25.9
0,2.2
RW,153.7
1,110.7
2,56.6
0,1.9
RW,169.2
1,149.7
2,27.0
0,1.6
RW,178.3
1,145.3
2,26.1
0,1.7
RW,173.1
1,186.4
2,40.0
0,1.9
RW,228.3
1,181.6
2,27.1
0,1.6
RW,210.3
1,180.1
2,27.2
0,1.6
RW,208.9
1,110.4
2,32.9
0,1.6
RW,144.9
1,89.0
2,25.0
0,1.7
RW,115.7
1,113.7
2,25.3
0,1.8
RW,140.8
1,127.9
2,24.8
0,1.8
RW,154.5
1,115.9
2,25.3
0,1.6
RW,142.8
1,112.1
2,29.5
0,2.1
RW,143.7
1,148.6
2,85.2
0,1.7
RW,235.5
1,151.0
2,23.8
0,1.6
RW,176.4
1,118.9
2,25.9
0,2.1
RW,146.9
1,103.9
2,25.4
0,1.6
RW,130.9
1,118.4
2,35.0
0,1.6
RW,155.0
1,137.5
2,26.3
0,1.7
RW,165.5
1,106.0
2,32.0
0,1.3
RW,139.3
1,153.4
2,25.1
0,1.7
RW,180.2
1,124.5
2,23.7
0,1.6
RW,149.8
1,148.0
2,28.8
0,1.7
RW,178.5
1,115.5
2,25.4
0,2.1
RW,143.0
1,104.8
2,24.3
0,1.6
RW,130.7
1,188.1
2,24.0
0,1.8
RW,213.9
1,114.0
2,45.3
0,1.7
RW,161.0
1,106.6
2,25.9
0,2.2
RW,134.7
1,181.5
2,24.5
0,2.1
RW,208.1
1,225.3
2,25.1
0,2.1
RW,252.5
1,137.0
2,25.0
0,1.6
RW,163.6
1,101.2
2,107.7
0,1.7
RW,210.6
1,215.0
2,26.7
0,1.9
RW,243.6
1,211.7
2,23.5
0,1.6
RW,236.8
1,195.0
2,23.8
0,1.8
RW,220.6
1,198.7
2,43.5
0,1.7
RW,243.9
1,186.3
2,25.4
0,1.7
RW,213.4
1,157.6
2,24.4
0,1.6
RW,183.6
1,148.2
2,33.8
0,1.7
RW,183.7
1,163.5
2,23.9
0,1.8
RW,189.2
1,178.6
2,25.4
0,1.8
RW,205.8
1,152.8
2,25.9
0,1.6
RW,180.3
1,139.4
2,27.3
0,1.8
RW,168.5
1,87.8
2,24.0
0,1.9
RW,113.7
1,99.9
2,28.4
0,1.8
RW,130.1
1,123.5
2,24.2
0,1.8
RW,149.5
1,98.3
2,27.4
0,1.7
RW,127.4
1,123.8
2,66.1
0,1.7
RW,191.6
1,92.0
2,27.1
0,1.7
RW,120.8
1,103.4
2,35.0
0,1.9
RW,140.3
1,122.6
2,27.7
0,2.0
RW,152.3
1,111.1
2,31.2
0,1.7
RW,144.0
1,96.9
2,23.4
0,1.8
RW,122.1
1,106.6
2,24.8
0,2.2
RW,133.6
1,122.5
2,32.3
0,1.6
RW,156.4
1,143.2
2,25.2
0,1.6
RW,170.0
1,106.9
2,24.1
0,1.7
RW,132.7
1,169.3
2,40.9
0,2.0
RW,212.2
1,131.2
2,30.5
0,1.7
RW,163.4
1,101.8
2,23.5
0,1.7
RW,127.0
1,131.8
2,51.4
0,1.5
RW,184.7
1,126.0
2,25.0
0,1.5
RW,152.5
1,148.2
2,23.8
0,1.9
RW,173.9
1,104.5
2,24.5
0,1.7
RW,130.7
1,137.7
2,32.2
0,1.7
RW,171.6
1,116.3
2,29.1
